,Date,neg,neu,pos,compound,Scaled_Close,Scaled_compound,Scaled_Open,Scaled_High,Scaled_Low,Scaled_AdjClose,Scaled_Volume
0,2021-09-30,0.06477777777777778,0.8100111111111112,0.1252333333333334,0.23155222222222216,-0.9048681673652723,1.4005571130285595,-0.8674339968088308,-0.9550878766044456,-0.7600376551375657,-0.9048681673652723,-1.0500598035607809
1,2021-10-01,0.033989361702127664,0.8656914893617019,0.1002872340425532,0.233704255319149,-0.9067637895845846,1.4386753202218012,-0.8862462291249654,-1.0146737403786021,-0.8452571314426635,-0.9067637895845846,-1.1590905953228254
2,2021-10-04,0.041075630252100856,0.8690840336134453,0.08984873949579832,0.13538823529411761,-0.8607602731497007,-0.3027618477663393,-0.7552846837844233,-0.8277809416464702,-0.7516728551749818,-0.8607602731497007,0.4271859650317563
3,2021-10-05,0.06932954545454546,0.8425909090909088,0.08802272727272727,0.06389204545454544,-0.8676138868630087,-1.569148773564064,-0.8399393710520314,-0.8967152346013523,-0.7660126274868913,-0.8676138868630087,-0.9938581213697898
4,2021-10-06,0.03869230769230769,0.8363461538461539,0.12502564102564098,0.19993974358974365,-0.8518662245400997,0.8406163704231033,-0.9021643302942117,-0.9727139416757653,-0.7733326144808642,-0.8518662245400997,-1.4419385913432017
5,2021-10-07,0.028722627737226274,0.8630291970802921,0.10824817518248181,0.19254817518248177,-0.7726900191623945,0.7096921125976186,-0.8351639493838037,-0.8418385235328266,-0.6974489442461728,-0.7726900191623945,-0.9038599597076739
6,2021-10-08,0.04644444444444445,0.8363222222222221,0.11723333333333331,0.2200111111111111,-0.8318901020388173,1.196133461179627,-0.7573832550040281,-0.9033517210333217,-0.7158969175656347,-0.8318901020388173,-1.1936181919353352
7,2021-10-11,0.039831578947368426,0.8585684210526316,0.10157894736842106,0.18528631578947372,-0.784865372992398,0.5810653450324922,-0.8193187164767025,-0.8686705893039405,-0.6816150647420476,-0.784865372992398,-1.4929399080607924
8,2021-10-12,0.04288695652173913,0.8410173913043479,0.11609565217391302,0.1912547826086956,-0.6844014853810556,0.6867827037320277,-0.7232318953512967,-0.7896025730848301,-0.5989352031978642,-0.6844014853810556,-0.5708243095947969
9,2021-10-13,0.04995402298850575,0.8461034482758618,0.10391954022988505,0.16009655172413792,-0.6453243498813982,0.13488789211017746,-0.6542051602925243,-0.767552190861584,-0.5301479035422468,-0.6453243498813982,-1.5023972620509676
10,2021-10-14,0.03264485981308412,0.8811962616822432,0.08616822429906544,0.15015607476635515,-0.592539986955125,-0.04118428857212913,-0.6178836852462132,-0.7330141726742184,-0.4736086664610556,-0.592539986955125,-1.7232535998090608
11,2021-10-15,0.07463380281690142,0.8328098591549294,0.09255633802816897,0.08031830985915495,-0.4123899547478555,-1.2781961154102388,-0.5581911857229004,-0.5691700186132278,-0.40638930326489725,-0.4123899547478555,-0.9358404385372937
12,2021-10-18,0.0375945945945946,0.8568108108108112,0.10560135135135136,0.21873040540540542,-0.21496108651619672,1.1734487703570884,-0.35523655710545565,-0.34045982825103,-0.1888973565787514,-0.21496108651619672,-0.31290504965326144
13,2021-10-19,0.05614285714285715,0.8436249999999997,0.10023214285714288,0.1526919642857143,-0.25753846318197304,0.003733032753523255,-0.16899558958454072,-0.32126381725747216,-0.10644178364309839,-0.25753846318197304,-1.1178532301063135
14,2021-10-20,0.0643103448275862,0.8258275862068963,0.10990229885057466,0.1279649425287356,-0.24638366581182009,-0.4342480280165407,-0.25712338183168676,-0.38163497511513067,-0.14475661900681913,-0.24638366581182009,-1.512774408573853
